Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Burden Set,Chrom : Position,Chrom,Position,Details
TXNRD1,ENSG00000198431,0.148050634471362,0.211778327560633,0.0805856224714907,0.0189827469285624,missense|LC,12104215723,12,104215723,
HIGD1C,ENSG00000214511,0.148169870999317,0.118390862079023,0.129798031146924,0.0237558020662165,missense|LC,12050953981,12,50953981,
IL11RA,ENSG00000137070,0.148238887112986,0.452471578832216,0.081011685957569,0.0153781843516652,missense|LC,9034646608,9,34646608,
ZNF625,ENSG00000257591,0.14846985219591,0.171460038928107,0.0846638924242983,0.0365674601901143,missense|LC,19012140068,19,12140068,
CD59,ENSG00000085063,0.148548559079977,0.605889298675387,0.0824043685047928,0.0244960645926983,missense|LC,11033698401,11,33698401,
P3H2,ENSG00000090530,0.1486355546716,0.779324143742341,0.0837805507609695,-0.0040898626583026,missense|LC,3189957892,3,189957892,
SLC44A2,ENSG00000129353,0.148639154340675,0.100692720560119,0.115471205068375,0.0142803743143656,missense|LC,19010625388,19,10625388,
TMEM132B,ENSG00000139364,0.148675729706076,0.135849174916675,0.088714134645692,0.0142953050461528,missense|LC,12125326616,12,125326616,
RAD23A,ENSG00000179262,0.148717545486641,0.314756378451807,0.0941548996728155,0.0140645387465921,missense|LC,19012940863,19,12940863,
PLEKHG1,ENSG00000120278,0.148853201050577,0.0889656482202341,0.168489597298769,-0.0108788643788509,missense|LC,6150721071,6,150721071,
CALHM1,ENSG00000185933,0.148893321983709,0.715957741145946,0.0834268586075404,0.00506530927663221,missense|LC,10103449326,10,103449326,
OR52B6,ENSG00000187747,0.148943021197607,0.154217832551857,0.0875715655688338,0.0330995045959269,missense|LC,11005580817,11,5580817,
CERS6,ENSG00000172292,0.148994114684044,0.087437339826351,0.489827813917629,-0.0253575006719856,missense|LC,2168456371,2,168456371,
BAMBI,ENSG00000095739,0.149033339900396,0.446112548877929,0.0935738299191653,0.00925408322251106,missense|LC,10028677816,10,28677816,
LY6G5C,ENSG00000204428,0.149047662249042,0.100180458436475,0.200984171389574,-0.04112561434269,missense|LC,6031671762,6,31671762,
NAPB,ENSG00000125814,0.14907443942011,0.0885467109504441,0.174713187727333,-0.0320727448215259,missense|LC,20023369522,20,23369522,
ZBTB34,ENSG00000177125,0.14916229015584,0.294343158469687,0.0804254519807391,0.0311623491926379,missense|LC,9126879349,9,126879349,
MTCH1,ENSG00000137409,0.149162905883116,0.24286177625292,0.0830748272133078,0.0266067644467415,missense|LC,6036963144,6,36963144,
INA,ENSG00000148798,0.149216964426437,0.0800865685033245,1,-0.0397956622197394,missense|LC,10103277103,10,103277103,
CLPX,ENSG00000166855,0.149269831988029,0.0883909231038165,0.169139153363448,-0.0164055522198025,missense|LC,15065150796,15,65150796,
ULK2,ENSG00000083290,0.149284641052788,0.129393202220111,0.0899754839752265,-0.0154319405148358,missense|LC,17019776274,17,19776274,
SLC6A17,ENSG00000197106,0.149372281329336,0.0902876415783744,0.153931941364637,0.0233754912710163,missense|LC,1110166812,1,110166812,
ZNF79,ENSG00000196152,0.149489138290512,0.0807556518866548,1,-0.0319032539835966,missense|LC,9127424656,9,127424656,
VWC2,ENSG00000188730,0.149518373542613,0.471418822442324,0.0861069041832276,0.0135363792779908,missense|LC,7049775354,7,49775354,
SYP,ENSG00000102003,0.149563886566498,0.085919098151292,0.207670454127874,0.037211853041383,missense|LC,23049183554,X,49183554,
CYP2D7,ENSG00000205702,0.149726507006453,0.0901766143289545,0.493079876709288,-0.0111293707223434,missense|LC,22042140250,22,42140250,
TOR3A,ENSG00000186283,0.149835416676516,0.0991640796762943,0.111421611701444,0.0209715292305447,missense|LC,1179081989,1,179081989,
PHF1,ENSG00000112511,0.149902236556344,0.20691084518214,0.0842904542835108,0.0205832760271685,missense|LC,6033406121,6,33406121,
NETO1,ENSG00000166342,0.149904194354862,0.0941241867405169,0.337483809055247,-0.0212124412047231,missense|LC,18072748078,18,72748078,
VAPA,ENSG00000101558,0.15009076734972,0.820949091356452,0.0865162730897404,0.00461921905016035,missense|LC,18009914181,18,9914181,
TCP1,ENSG00000120438,0.150183091529805,0.083459519312579,1,-0.0402929079369235,missense|LC,6159775071,6,159775071,
HEPN1,ENSG00000221932,0.150204533218341,0.197150466226365,0.113523809604165,0.0319305220282681,missense|LC,11124919651,11,124919651,
SHFL,ENSG00000130813,0.150259650482741,0.521724217949267,0.0828530084076911,0.014575486146258,missense|LC,19010086326,19,10086326,
POFUT2,ENSG00000186866,0.150376044672251,0.0841789366546224,0.783817935581586,-0.0204085445033765,missense|LC,21045265407,21,45265407,
PCNA,ENSG00000132646,0.150440989802129,0.550428344171149,0.0840250242665688,0.0299491760485843,missense|LC,20005111712,20,5111712,
CTBP1,ENSG00000159692,0.150495459882234,0.0850780361271739,0.999374918615392,-0.0405003435880282,missense|LC,4001212157,4,1212157,
AL589666.1,ENSG00000271793,0.150546824628851,0.366492233112107,0.0966455676128397,0.0274665994664553,missense|LC,6085557963,6,85557963,
GTPBP1,ENSG00000100226,0.150658598614112,0.786931252327759,0.100813972582471,-0.00319972455881517,missense|LC,22038700944,22,38700944,
AP000812.4,ENSG00000284844,0.150720191496494,0.0845865742059437,0.999943956443777,-0.0399762576897103,missense|LC,11072103078,11,72103078,
TRIM8,ENSG00000171206,0.150801894292391,0.084229532746927,0.809461932568059,-0.0318359212478022,missense|LC,10102644532,10,102644532,
PRPF31,ENSG00000105618,0.150809238268216,0.220149092568273,0.0827622190419115,0.0246388793451545,missense|LC,19054114292,19,54114292,
RIPPLY1,ENSG00000147223,0.15081513896389,0.914315014709326,0.0908959767475173,-0.00205638932943809,missense|LC,23106900604,X,106900604,
LRFN5,ENSG00000165379,0.150855584965881,0.264961677212284,0.0849483033359983,0.0156623399376121,missense|LC,14041886576,14,41886576,
SPRN,ENSG00000203772,0.150889343350088,0.0904626344789057,0.161533055189626,0.0251160298349935,missense|LC,10133419412,10,133419412,
POLR3D,ENSG00000168495,0.150955983606057,0.0878368848872326,0.999999929380968,-0.0282153912745344,missense|LC,8022245366,8,22245366,
DDX56,ENSG00000136271,0.151024376009182,0.465513022484371,0.088989429318451,0.00665475179023202,missense|LC,7044565970,7,44565970,
MARS2,ENSG00000247626,0.151075806633767,0.0840623686858958,0.943605604626247,-0.0306061196315823,missense|LC,2197705324,2,197705324,
C16orf70,ENSG00000125149,0.15107612584437,0.161856937404212,0.0964104744071206,0.0176702008864073,missense|LC,16067110082,16,67110082,
SMCO3,ENSG00000179256,0.151079774963416,0.0960089999878903,0.120625471814709,0.0279268996548495,missense|LC,12014799651,12,14799651,
LIPC,ENSG00000166035,0.151146740454149,0.0902895830589405,0.165505676640722,0.0200950269009892,missense|LC,15058431995,15,58431995,
ZNF625-ZNF20,ENSG00000213297,0.151174328533298,0.109364965887346,0.192432469174914,0.0480345008042141,missense|LC,19012132501,19,12132501,
FOXO3,ENSG00000118689,0.15118898529044,0.0910987715206732,0.154075617372308,0.0258761699701133,missense|LC,6108560896,6,108560896,
SLC26A5,ENSG00000170615,0.151324754343727,0.0884664986606445,0.458404423392874,0.0194429382707089,missense|LC,7103374112,7,103374112,
FOXE3,ENSG00000186790,0.151424630194192,0.0893399258692262,0.546835587985171,0.0178445314080605,missense|LC,1047416233,1,47416233,
E2F6,ENSG00000169016,0.151448125924891,0.247173356781192,0.0857954157846069,0.0298801143399121,missense|LC,2011446437,2,11446437,
THTPA,ENSG00000259431,0.151607791191484,0.173006774287461,0.0859466349710327,0.0305909105874339,missense|LC,14023556659,14,23556659,
RAB9B,ENSG00000123570,0.151691756780536,0.318525815898207,0.0888631837385231,0.058804227928336,missense|LC,23103825106,X,103825106,
CBR3,ENSG00000159231,0.151783118117812,0.0940914375502833,0.19574090633657,0.0231813592568891,missense|LC,21036130425,21,36130425,
TRIM54,ENSG00000138100,0.151787697708408,0.236193825669567,0.0841426386774334,0.0171945757942949,missense|LC,2027277655,2,27277655,
MRPS5,ENSG00000144029,0.151831891416775,0.100395287087357,0.123047470511315,0.0195508702550565,missense|LC,2095087304,2,95087304,
ATG2A,ENSG00000110046,0.151844384756114,0.0826364195550224,0.99153551904326,-0.00986187035653029,missense|LC,11064894884,11,64894884,
CSRNP1,ENSG00000144655,0.151917377837463,0.560484384635482,0.0894624525157931,0.00647214726937725,missense|LC,3039136858,3,39136858,
ADAM23,ENSG00000114948,0.151920482883514,0.864593848733629,0.0871072645936511,0.00142568636056471,missense|LC,2206443793,2,206443793,
HERPUD1,ENSG00000051108,0.151931093272233,0.0865624913707678,0.980295895667687,-0.0401387991141556,missense|LC,16056931990,16,56931990,
MCOLN2,ENSG00000153898,0.151933774505517,0.158679404295006,0.0879233848227088,0.0213224047086919,missense|LC,1084926626,1,84926626,
HMG20A,ENSG00000140382,0.151979602333383,0.0897979621491043,0.956993419258244,-0.0322603028084824,missense|LC,15077417267,15,77417267,
RCOR2,ENSG00000167771,0.15200455379234,0.218422321323254,0.0886644776790297,-0.0202836193605515,missense|LC,11063906230,11,63906230,
RPH3A,ENSG00000089169,0.152082375214206,0.491165479630249,0.0844300872703527,0.00816747607135877,missense|LC,12112828269,12,112828269,
ZBTB16,ENSG00000109906,0.152146915329641,0.407200348188237,0.0893150994448344,-0.0149014714569943,missense|LC,11114063214,11,114063214,
LEO1,ENSG00000166477,0.152176956931042,0.0815930087806688,1,-0.0402620132639443,missense|LC,15051938154,15,51938154,
TPPP2,ENSG00000179636,0.152200890150445,0.919180437434918,0.0926166205977805,-0.00117476132012618,missense|LC,14021025218,14,21025218,
APOBEC3A,ENSG00000128383,0.15221997931704,0.0862639683439248,0.282435302125822,0.036470249261772,missense|LC,22038957575,22,38957575,
STK38,ENSG00000112079,0.152364726517253,0.506628508298944,0.085096285256293,0.0179940456700747,missense|LC,6036495668,6,36495668,
SPATC1,ENSG00000186583,0.152371534777366,0.085469616634261,0.989633445764722,-0.0138879079747447,missense|LC,8144012445,8,144012445,
CELA2A,ENSG00000142615,0.152385346312365,0.336254230142302,0.0924156642956366,0.0110008390115463,missense|LC,1015456644,1,15456644,
PHACTR4,ENSG00000204138,0.15246735026365,0.0851158752240966,0.999999956016421,-0.0252408626843243,missense|LC,1028438171,1,28438171,
HPS1,ENSG00000107521,0.152482421480393,0.115154194748712,0.110414055278587,0.0166922028616373,missense|LC,10098414868,10,98414868,
P4HA3,ENSG00000149380,0.152501681274929,0.190570968859562,0.0911079740736125,-0.0158105297972382,missense|LC,11074266928,11,74266928,
AP000812.5,ENSG00000284922,0.152701708946953,0.0857528028969196,0.999957775361957,-0.0399565352690983,missense|LC,11072088936,11,72088936,
CAPN9,ENSG00000135773,0.152757733899326,0.0844048846918481,0.272794616833196,0.0128765724121619,missense|LC,1230747442,1,230747442,
YWHAB,ENSG00000166913,0.152843947754606,0.164675152342604,0.094229402868752,0.0397576810532165,missense|LC,20044901443,20,44901443,
SYNJ2,ENSG00000078269,0.152865599757659,0.337616815332258,0.0907670844436137,0.058368414615549,missense|LC,6157981861,6,157981861,
CFLAR,ENSG00000003402,0.152876895890602,0.317991437629023,0.082477209077526,0.0293755613920255,missense|LC,2201129791,2,201129791,
C9orf57,ENSG00000204669,0.152901980177941,0.0879480340411277,0.924643336710164,-0.0393035996993218,missense|LC,9072052204,9,72052204,
FAIM,ENSG00000158234,0.152948020902956,0.192128035435007,0.0853724784244102,0.0421960623208032,missense|LC,3138610892,3,138610892,
HHEX,ENSG00000152804,0.152983460687588,0.278658420904524,0.085283786014957,0.0271233967753591,missense|LC,10092689904,10,92689904,
MAPK1,ENSG00000100030,0.153050505342954,0.104635429924687,0.286481507181605,-0.0286939650066962,missense|LC,22021769190,22,21769190,
ZNF136,ENSG00000196646,0.153057379383997,0.2648666435786,0.0847951628934963,0.0200504523487714,missense|LC,19012163086,19,12163086,
C1orf174,ENSG00000198912,0.153109347457608,0.088745676426663,0.714671225348749,-0.0186482284183475,missense|LC,1003889919,1,3889919,
DUSP27,ENSG00000198842,0.153194027148846,0.084228876120173,0.568573284713334,-0.0115714286631496,missense|LC,1167090198,1,167090198,
PDE3B,ENSG00000152270,0.153295755771199,0.318769709043605,0.086516360021284,0.00747303131620479,missense|LC,11014643928,11,14643928,
RAB11FIP2,ENSG00000107560,0.153299713304377,0.0955852210760582,0.146992084523544,-0.0168178338363967,missense|LC,10118008944,10,118008944,
TBC1D7,ENSG00000145979,0.153349735080486,0.0930024930194608,0.232238351608645,-0.0233426169577698,missense|LC,6013272624,6,13272624,
LOXHD1,ENSG00000167210,0.153389055033167,0.492989448441497,0.0828501437473916,0.0038217970419529,missense|LC,18046477360,18,46477360,
ZMYND12,ENSG00000066185,0.153421858422491,0.251887296152313,0.0985455676510391,-0.0160320782606005,missense|LC,1042430616,1,42430616,
CABYR,ENSG00000154040,0.153485138167913,0.0900945112235648,0.617351274305616,-0.0218774811383692,missense|LC,18024143035,18,24143035,
AKIP1,ENSG00000166452,0.153653553132907,0.0893627446233105,0.84945442575931,-0.0406419314897545,missense|LC,11008911366,11,8911366,
NFXL1,ENSG00000170448,0.153676225303397,0.957895205537786,0.0879932324429848,-0.000466912905533155,missense|LC,4047848129,4,47848129,
RBL2,ENSG00000103479,0.153680340842186,0.114576031854625,0.102223348410267,0.016537315428811,missense|LC,16053434441,16,53434441,
PTPRK,ENSG00000152894,0.153847952165482,0.116131446316784,0.105125359508532,0.03801253101356,missense|LC,6127970177,6,127970177,
LRP2BP,ENSG00000109771,0.154117065779476,0.426387045767026,0.0889798959292811,0.0126510307101243,missense|LC,4185361850,4,185361850,
APOC4,ENSG00000267467,0.154127329386359,0.873663452821919,0.096096500607462,-0.00273085266920101,missense|LC,19044942191,19,44942191,
AC093884.1,ENSG00000286239,0.154137938664762,0.271244141021522,0.0857088165914172,0.0332917433085831,missense|LC,2223755765,2,223755765,
COL6A1,ENSG00000142156,0.154234061398384,0.809704106856897,0.0846465098581757,0.00227479381686234,missense|LC,21045981795,21,45981795,
FANCD2OS,ENSG00000163705,0.154317104229505,0.0895350467717145,0.205198756192816,0.0351861432520165,missense|LC,3010098941,3,10098941,
CACNA1C,ENSG00000151067,0.154325465235289,0.0861060448879609,0.632041102710837,-0.0135598226919188,missense|LC,12002052902,12,2052902,
MANEA,ENSG00000172469,0.154346646700192,0.694472952671506,0.0839198667443699,0.00627719891279809,missense|LC,6095586382,6,95586382,
RNF213,ENSG00000173821,0.154359964261197,0.789592371652767,0.0823118809044494,0.00111033787176701,missense|LC,17080263631,17,80263631,
TXLNB,ENSG00000164440,0.154387284511682,0.95226375189174,0.0887282855509606,-0.000424747667471559,missense|LC,6139242444,6,139242444,
OR13J1,ENSG00000168828,0.154459836748017,0.0870082272923198,0.91173927110005,-0.0319729308538811,missense|LC,9035869407,9,35869407,
EFCAB8,ENSG00000215529,0.154553072802957,0.0859716454372457,0.772088415397125,-0.0142347976967433,missense|LC,20032863696,20,32863696,
ZNF654,ENSG00000175105,0.154557179489775,0.971764991212347,0.0883895908444138,0.000157660222517329,missense|LC,3088055411,3,88055411,
SLC25A41,ENSG00000181240,0.154661595349116,0.415200195734069,0.08990719476438,0.00730170630806922,missense|LC,19006421204,19,6421204,
RABL6,ENSG00000196642,0.154680464802188,0.0850361563321517,0.465574628909448,-0.0110882496584387,missense|LC,9136804378,9,136804378,
FAM102A,ENSG00000167106,0.15470699675975,0.386154739861963,0.0908628333412254,-0.0155081605461063,missense|LC,9127935642,9,127935642,
MSLN,ENSG00000102854,0.154863276646192,0.0854683415784349,0.573749078279485,-0.00962602562449606,missense|LC,16000762628,16,762628,
CMTR2,ENSG00000180917,0.154882326545283,0.107431707076399,0.121925668275745,0.0226443268136232,missense|LC,16071283508,16,71283508,
IARS1,ENSG00000196305,0.154896135114944,0.382837941686378,0.0872991567757274,0.00694613972336015,missense|LC,9092210782,9,92210782,
LHX1,ENSG00000273706,0.154926711714465,0.0990423507841518,0.189349502522689,0.020036760093351,missense|LC,17036938122,17,36938122,
PIGT,ENSG00000124155,0.154941659590695,0.40165454755296,0.0908092327567138,0.00798462011641898,missense|LC,20045416064,20,45416064,
TRIR,ENSG00000123144,0.154947659169208,0.382493986472087,0.0908830898859947,0.0316479010004499,missense|LC,19012730896,19,12730896,
NIPAL3,ENSG00000001461,0.154981860364947,0.0915594948734317,0.322789053735021,0.0240365030329782,missense|LC,1024415752,1,24415752,
PLA2G4A,ENSG00000116711,0.155049014762633,0.252777184149631,0.103121222388723,0.0142835143600674,missense|LC,1186854328,1,186854328,
NPHP3,ENSG00000113971,0.155049931877572,0.0877882850447422,0.502455271058247,-0.0119246410376468,missense|LC,3132675610,3,132675610,
Z98752.3,ENSG00000277611,0.155136392253423,0.457671391776483,0.0895487700698115,0.0402488662857403,missense|LC,20043535797,20,43535797,
FAT3,ENSG00000165323,0.155177516052228,0.083819698921246,0.290898240491199,0.00665100972154959,missense|LC,11092352102,11,92352102,
RNASEH2B,ENSG00000136104,0.155186502785135,0.284526991518093,0.0894384281076219,0.0142863590494929,missense|LC,13050910002,13,50910002,
KIAA0753,ENSG00000198920,0.155186518799027,0.649901575920278,0.0871174170815986,0.00420631214221438,missense|LC,17006579717,17,6579717,
KRT2,ENSG00000172867,0.155223740047427,0.564081319301919,0.0887822432688671,0.0065030897894939,missense|LC,12052644941,12,52644941,
UNC5CL,ENSG00000124602,0.155251930329447,0.298242165033484,0.0873820828032867,-0.00866864711151709,missense|LC,6041028280,6,41028280,
BSN,ENSG00000164061,0.155391461080982,0.852584125319633,0.0819665220598478,0.000830082611524236,missense|LC,3049554570,3,49554570,
CSN3,ENSG00000171209,0.155446031007315,0.0986610976551028,0.137558046845188,0.0368395463412853,missense|LC,4070243128,4,70243128,
CENPX,ENSG00000169689,0.155464793425012,0.575563443203783,0.0978416205703233,-0.007030983371254,missense|LC,17082014970,17,82014970,
CCDC57,ENSG00000176155,0.155464871067475,0.0861177984751159,0.999972355881421,-0.0178303887522516,missense|LC,17082157450,17,82157450,
PSD4,ENSG00000125637,0.155532156821363,0.0916952506619373,0.471081545717784,0.012179182014347,missense|LC,2113182380,2,113182380,
HSD11B2,ENSG00000176387,0.1555609342522,0.0903550542500813,0.538208305961804,-0.0279601681977253,missense|LC,16067431183,16,67431183,
TXLNA,ENSG00000084652,0.155629794278321,0.0911938865784889,0.469241938419883,-0.023481330642311,missense|LC,1032180213,1,32180213,
BECN1,ENSG00000126581,0.155683706094726,0.94469886253422,0.094189743633494,-0.000962875064836145,missense|LC,17042805657,17,42805657,
ATG16L2,ENSG00000168010,0.155751650004695,0.0893533724171431,0.999997869715278,-0.0216069503653792,missense|LC,11072814387,11,72814387,
C10orf67,ENSG00000179133,0.155895062732673,0.113500848974228,0.239509684308095,0.0291298396043626,missense|LC,10023320692,10,23320692,
TLX2,ENSG00000115297,0.155908516997254,0.0883273851011698,0.998862372808289,-0.040542078459415,missense|LC,2074514111,2,74514111,
TCP11L2,ENSG00000166046,0.155911422943317,0.0918431361320644,0.173173504912128,0.0244308798629175,missense|LC,12106310972,12,106310972,
AHCTF1,ENSG00000153207,0.156015481766037,0.245897348313483,0.084655627187012,0.00624191841409673,missense|LC,1246839462,1,246839462,
AADACL3,ENSG00000188984,0.156081405005513,0.0949227714945369,0.282945933078371,0.0174887343058644,missense|LC,1012716241,1,12716241,
CTCFL,ENSG00000124092,0.156124406728874,0.127208527698646,0.0974467051173032,0.0148486132732876,missense|LC,20057497178,20,57497178,
GFY,ENSG00000261949,0.156187126823904,0.37560564476211,0.086713420520405,0.0124821902215147,missense|LC,19049422370,19,49422370,
MRPL46,ENSG00000259494,0.156197103350991,0.133743604251506,0.100412816999369,0.0183137440613877,missense|LC,15088459477,15,88459477,
MYMK,ENSG00000187616,0.156239204301127,0.0959107923138489,0.390283938925659,0.0297418604531708,missense|LC,9133514514,9,133514514,
SLC9A9,ENSG00000181804,0.156446400276677,0.610944296686726,0.0875679792462448,0.00798791262630591,missense|LC,3143266625,3,143266625,
KRTAP1-4,ENSG00000204887,0.156474892250334,0.145029856311232,0.0939408410215377,0.0483824969252811,missense|LC,17041026537,17,41026537,
ARSH,ENSG00000205667,0.156581100409931,0.0886916538190089,0.489214441010839,-0.0118046137601886,missense|LC,23003006577,X,3006577,
UNC80,ENSG00000144406,0.156724721138837,0.894970031690824,0.0873752476088774,-0.000913864742516769,missense|LC,2209772023,2,209772023,
PAPPA2,ENSG00000116183,0.156768277911893,0.0860765132373706,0.872473380226821,-0.0129348556043768,missense|LC,1176556229,1,176556229,
SIDT1,ENSG00000072858,0.156807807982168,0.0866807165368928,0.997511901899678,-0.0165400102928721,missense|LC,3113532988,3,113532988,
TEX35,ENSG00000240021,0.156856392477376,0.0918430464855322,0.412157304463829,0.0153133374274737,missense|LC,1178513109,1,178513109,
CLEC7A,ENSG00000172243,0.156864150458724,0.624330453030699,0.0943375233272216,-0.0113562648775024,missense|LC,12010112058,12,10112058,
GBA2,ENSG00000070610,0.156879389154838,0.0877684733069735,0.209916037408822,0.0187246895313434,missense|LC,9035732645,9,35732645,
ZNF816,ENSG00000180257,0.156920951894331,0.0891781907308863,0.291949473022929,-0.0127260143265013,missense|LC,19052949694,19,52949694,
CARMIL1,ENSG00000079691,0.157014297761535,0.329152748936911,0.0907862317140655,0.0074608297328378,missense|LC,6025279726,6,25279726,
PLEKHA8,ENSG00000106086,0.157048134230862,0.0954936091073035,0.579774180894273,-0.0256190819824529,missense|LC,7030026224,7,30026224,
OR51B5,ENSG00000167355,0.157213464749084,0.0903437678001032,0.221222764884733,-0.020097116775075,missense|LC,11005342589,11,5342589,
TSC1,ENSG00000165699,0.157218492096491,0.15272239576817,0.0923849689001461,0.0138534222525258,missense|LC,9132887300,9,132887300,
C11orf45,ENSG00000174370,0.157348111780283,0.329286292469663,0.0890332507256926,0.0233913211943947,missense|LC,11128902441,11,128902441,
AC008758.5,ENSG00000268870,0.157358756121726,0.179485998745999,0.0904865572485373,0.0584844051788999,missense|LC,19012390305,19,12390305,
ZNF442,ENSG00000198342,0.157370957263184,0.0890712634081277,0.847103298605722,-0.0136055517489865,missense|LC,19012349623,19,12349623,
BDNF,ENSG00000176697,0.157579476160701,0.0981580046409974,0.45182683632543,0.028095187146472,missense|LC,11027656460,11,27656460,
NIPSNAP3B,ENSG00000165028,0.1576474365664,0.0922844451216067,0.31705616900289,0.0220279035574463,missense|LC,9104759131,9,104759131,
MXRA8,ENSG00000162576,0.157731725096542,0.090762153626389,0.267980127600778,0.0186711224111032,missense|LC,1001348788,1,1348788,
SFPQ,ENSG00000116560,0.15777194606168,0.868516304855266,0.0864675620482478,0.00223308402374992,missense|LC,1035177955,1,35177955,
XRRA1,ENSG00000166435,0.15784541017759,0.0903050338115681,0.440162476921522,-0.0164092375083301,missense|LC,11074835502,11,74835502,
ZBTB47,ENSG00000114853,0.157865689275702,0.10656940039127,0.12512077442288,-0.0138197971704676,missense|LC,3042654599,3,42654599,
ERVV-1,ENSG00000269526,0.157876392579756,0.23899573886374,0.0867119245626039,0.0301487807845975,missense|LC,19053013956,19,53013956,
PI3,ENSG00000124102,0.157883092886901,0.213975536728679,0.105417657425921,0.0163693735254822,missense|LC,20045174865,20,45174865,
GMPPB,ENSG00000173540,0.157984883461363,0.932501875406126,0.0895219957049113,-0.00137804831463247,missense|LC,3049715469,3,49715469,
IQCM,ENSG00000234828,0.158015817554185,0.0933068832220629,0.209137939753403,-0.0144051141934628,missense|LC,4149429940,4,149429940,
TTR,ENSG00000118271,0.158026527467247,0.113545678964502,0.23113338254616,-0.0285653810126111,missense|LC,18031591828,18,31591828,
GPRC5D,ENSG00000111291,0.158071067524632,0.0969144337098945,0.146958471592628,0.031697642107175,missense|LC,12012940776,12,12940776,
BLMH,ENSG00000108578,0.158086798437656,0.968115912698436,0.101903149163982,-0.0000954081114907111,missense|LC,17030248913,17,30248913,
C12orf40,ENSG00000180116,0.158100588195207,0.0888176571610664,0.839140240582749,-0.0249416156404729,missense|LC,12039626245,12,39626245,
SERPINB1,ENSG00000021355,0.158128173340925,0.111212118569602,0.116034454716708,0.0312992654769776,missense|LC,6002833542,6,2833542,
CEP152,ENSG00000103995,0.158178839721683,0.83010506751022,0.0874343734949614,-0.00153101799719691,missense|LC,15048738159,15,48738159,
PRRX2,ENSG00000167157,0.158194378558784,0.0894290413779956,0.99961504573519,-0.0400249390083024,missense|LC,9129665763,9,129665763,
USP15,ENSG00000135655,0.158203042394317,0.5137756650047,0.0840584579750411,0.0171872292380719,missense|LC,12062260330,12,62260330,
FAM172A,ENSG00000113391,0.15831138703505,0.144298639478557,0.0951879983785665,0.0349918336966978,missense|LC,5093620861,5,93620861,
DPP9,ENSG00000142002,0.15838109478011,0.930345107326597,0.0891747589579893,-0.000694533461514015,missense|LC,19004670228,19,4670228,
SCN3B,ENSG00000166257,0.158419131867658,0.480872665589246,0.0907072659601053,0.0162166971099116,missense|LC,11123634076,11,123634076,
AJUBA,ENSG00000129474,0.158430350794392,0.131502369490641,0.0978770207423213,0.0229179227317305,missense|LC,14022973309,14,22973309,
ARMH3,ENSG00000120029,0.158442128230913,0.386557178092634,0.0896697798371476,0.0253898338704221,missense|LC,10101843448,10,101843448,
DLL4,ENSG00000128917,0.158452630651093,0.0885318691643443,0.942106745880041,-0.0276442574683444,missense|LC,15040929581,15,40929581,
DBNL,ENSG00000136279,0.158473441981266,0.092822625554118,0.187694518122866,0.0237405822559019,missense|LC,7044040244,7,44040244,
UBE2T,ENSG00000077152,0.158502691315009,0.0959553274779048,0.283717359594495,0.0418123892603316,missense|LC,1202331730,1,202331730,
RXYLT1,ENSG00000118600,0.158554512736851,0.474031199784412,0.0997431856951522,0.0104849909153618,missense|LC,12063779832,12,63779832,
CDC42BPB,ENSG00000198752,0.158684572891765,0.0871550886425702,0.32106240680749,0.0187152403955263,missense|LC,14102928352,14,102928352,
ZNF627,ENSG00000198551,0.158734281245341,0.290725895510071,0.0879796482579889,0.017564235320395,missense|LC,19011597511,19,11597511,
FBXO4,ENSG00000151876,0.15877091616533,0.114211476649519,0.109237358902759,0.0222469943316226,missense|LC,5041925204,5,41925204,
SFT2D3,ENSG00000173349,0.158857200584032,0.236258881756764,0.0992857298467407,0.0152108779618898,missense|LC,2127701413,2,127701413,
PCDHGA12,ENSG00000253159,0.158876826365843,0.461515213458417,0.0906015610825652,0.00710220423667733,missense|LC,5141427778,5,141427778,
TCEAL6,ENSG00000204071,0.158904165375799,0.261228159723757,0.0885872291859113,0.0431635440793228,missense|LC,23102140648,X,102140648,
TNFSF8,ENSG00000106952,0.158918720599636,0.930976766582409,0.0902488552809928,0.00228531768082148,missense|LC,9114903627,9,114903627,
PITHD1,ENSG00000057757,0.158941387217651,0.392802757810239,0.0874038597251594,0.0306949318570801,missense|LC,1023778445,1,23778445,
SCRN1,ENSG00000136193,0.159031857542963,0.409761291643361,0.0917850482814404,-0.0134841339619628,missense|LC,7029923863,7,29923863,
ZNF609,ENSG00000180357,0.159089038046686,0.0893324022577348,0.698993529332765,-0.0151822046818034,missense|LC,15064499303,15,64499303,
RXFP3,ENSG00000182631,0.159134707196366,0.277105961739065,0.0875262974274678,0.0188248434267494,missense|LC,5033936654,5,33936654,
CARD18,ENSG00000255501,0.159249386760925,0.099395475090252,0.31319280101625,0.0420442699123936,missense|LC,11105138727,11,105138727,
PGC,ENSG00000096088,0.159259881705114,0.0902626103728155,0.215505148666287,0.0263067546451274,missense|LC,6041732501,6,41732501,
FOXF2,ENSG00000137273,0.159276308236934,0.0946597062584316,0.166542245833108,0.0178863223846602,missense|LC,6001389910,6,1389910,
PDCD6,ENSG00000249915,0.159288918396944,0.588617161997497,0.0975970889537516,0.00778561437350163,missense|LC,5000271695,5,271695,
